POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
2,,Natalya POMOSHCHNIKOVA-VORONOVA,RUSRUS,11.22,,100 m,Heats,F,1996
3,,Lucrécia JARDIM,PORPOR,11.32,,100 m,Heats,F,1996
4,,Ekateríni KÓFFA,GREGRE,11.33,,100 m,Heats,F,1996
5,,Sanna HERNESNIEMI-KYLLÖNEN,FINFIN,11.39,,100 m,Heats,F,1996
6,,Marcia RICHARDSON,GBRGBR,11.42,,100 m,Heats,F,1996
7,,Huei-Chen WANG,TPETPE,11.7,,100 m,Heats,F,1996
8,,Nester GENIWALA'A,SOLSOL,13.74,,100 m,Heats,F,1996
9,,Juliana NZANG OBIENG,GEQGEQ,13.88,,100 m,Heats,F,1996
1,,Gail DEVERS,USAUSA,10.92,,100 m,Heats,F,1996
2,,Mary ONYALI-OMAGBEMI,NGRNGR,11.17,,100 m,Heats,F,1996
3,,Andrea PHILIPP,GERGER,11.32,,100 m,Heats,F,1996
4,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.33,,100 m,Heats,F,1996
5,,Simmone JACOBS,GBRGBR,11.39,,100 m,Heats,F,1996
6,,Mireille DONDERS,SUISUI,11.67,,100 m,Heats,F,1996
7,,Young-Sook LEE,KORKOR,11.85,,100 m,Heats,F,1996
8,,Pastora CHAVEZ,HONHON,12.1,,100 m,Heats,F,1996
1,,Emmanuel TUFFOUR,GHAGHA,10.15,,100 m,Heats,M,1996
2,,Bruny SURIN,CANCAN,10.18,,100 m,Heats,M,1996
3,,Andrey FEDORIV,RUSRUS,10.39,,100 m,Heats,M,1996
4,,Renward WELLS,BAHBAH,10.48,,100 m,Heats,M,1996
5,,Chintake DE SOYSA,SRISRI,10.55,,100 m,Heats,M,1996
6,,Luís CUNHA,PORPOR,10.65,,100 m,Heats,M,1996
7,,Patrick MOCCI RAOUMBÉ,GABGAB,10.87,,100 m,Heats,M,1996
8,,Nouredine OULD MENIRA,MTNMTN,10.95,,100 m,Heats,M,1996
9,,Bonifacio EDÚ,GEQGEQ,11.87,,100 m,Heats,M,1996
1,,Davidson EZINWA,NGRNGR,10.03,,100 m,Heats,M,1996
2,,Jon DRUMMOND,USAUSA,10.08,,100 m,Heats,M,1996
3,,Erik WIJMEERSCH,BELBEL,10.24,,100 m,Heats,M,1996
4,,Leon GORDON,JAMJAM,10.48,,100 m,Heats,M,1996
5,,Stefan BURKART,SUISUI,10.49,,100 m,Heats,M,1996
6,,Barnabé JOLICOEUR,MRIMRI,10.57,,100 m,Heats,M,1996
7,,Bimal TARAFDAR,BANBAN,10.98,,100 m,Heats,M,1996
8,,Abdul GHAFOOR,AFGAFG,12.2,,100 m,Heats,M,1996
,,Andrew TYNES,BAHBAH,DNS,,100 m,Heats,M,1996
1,,Ato BOLDON,TTOTTO,10.06,,100 m,Heats,M,1996
2,,Anninos MARCOULLIDES,CYPCYP,10.26,,100 m,Heats,M,1996
3,,Kim COLLINS,SKNSKN,10.27,,100 m,Heats,M,1996
4,,Augustine NKETIA,NZLNZL,10.34,,100 m,Heats,M,1996
5,,Raymond STEWART,JAMJAM,10.38,,100 m,Heats,M,1996
6,,Stefano TILLI,ITAITA,10.38,,100 m,Heats,M,1996
7,,Jamal Abd. AL-SAFFAR,KSAKSA,10.44,,100 m,Heats,M,1996
8,,Amarildo ALMEIDA,GBSGBS,10.85,,100 m,Heats,M,1996
9,,Mohamed BACAR,COMCOM,11.02,,100 m,Heats,M,1996
1,,Michael GREEN,JAMJAM,10.16,,100 m,Heats,M,1996
2,,Patrick STEVENS,BELBEL,10.21,,100 m,Heats,M,1996
3,,Sergiy OSOVYCH,UKRUKR,10.29,,100 m,Heats,M,1996
4,,Ezio MADONIA,ITAITA,10.33,,100 m,Heats,M,1996
5,,Édson RIBEIRO,BRABRA,10.39,,100 m,Heats,M,1996
6,,Chris DONALDSON,NZLNZL,10.39,,100 m,Heats,M,1996
7,,Patrik STRENIUS,SWESWE,10.48,,100 m,Heats,M,1996
8,,Toluta'u KOULA,TGATGA,10.71,,100 m,Heats,M,1996
9,,Vladislav CHERNOBAY,KGZKGZ,10.88,,100 m,Heats,M,1996
1,,Deji ALIU,NGRNGR,10.34,,100 m,Heats,M,1996
2,,Ousmane DIARRA,MLIMLI,10.34,,100 m,Heats,M,1996
3,,Wenzhong CHEN,CHNCHN,10.37,,100 m,Heats,M,1996
4,,Manuel BORREGA,ESPESP,10.52,,100 m,Heats,M,1996
5,,Hiroyasu TSUCHIE,JPNJPN,10.58,,100 m,Heats,M,1996
6,,Rubén BENÍTEZ,ESAESA,10.74,,100 m,Heats,M,1996
7,,Vitaliy MEDVEDEV,KAZKAZ,10.9,,100 m,Heats,M,1996
8,,Mitchell PETERS,ISVISV,11.12,,100 m,Heats,M,1996
9,,Boureima KIMBA,NIGNIG,11.24,,100 m,Heats,M,1996
1,,Dennis MITCHELL,USAUSA,10.24,,100 m,Heats,M,1996
2,,Ian MACKIE,GBRGBR,10.27,,100 m,Heats,M,1996
3,,Marc BLUME,GERGER,10.33,,100 m,Heats,M,1996
4,,Aléxandros TERZIÁN,GREGRE,10.48,,100 m,Heats,M,1996
5,,Franck AMÉGNIGAN,TOGTOG,10.51,,100 m,Heats,M,1996
6,,Rod MAPSTONE,AUSAUS,10.56,,100 m,Heats,M,1996
7,,Sayon COOPER,LBRLBR,10.58,,100 m,Heats,M,1996
8,,Pa Modou GAI,GAMGAM,10.72,,100 m,Heats,M,1996
9,,Jorge CASTELLÓN,BOLBOL,10.74,,100 m,Heats,M,1996
1,,Obadele THOMPSON,BARBAR,10.33,,100 m,Heats,M,1996
2,,Kostyantyn RURAK,UKRUKR,10.37,,100 m,Heats,M,1996
3,,Pascal THÉOPHILE,FRAFRA,10.41,,100 m,Heats,M,1996
4,,Carlos GATS,ARGARG,10.57,,100 m,Heats,M,1996
5,,Joel MASCOLL,VINVIN,10.64,,100 m,Heats,M,1996
6,,Anvar KUCHMURADOV,UZBUZB,10.71,,100 m,Heats,M,1996
7,,Arif AKHUNDOV,AZEAZE,11.11,,100 m,Heats,M,1996
8,,Khaled OTHMAN,LBALBA,11.65,,100 m,Heats,M,1996
9,,Jean-Olivier ZIRIGNON,CIVCIV,22.69,,100 m,Heats,M,1996
1,,Michael MARSH,USAUSA,10.14,,100 m,Heats,M,1996
2,,Darren BRAITHWAITE,GBRGBR,10.29,,100 m,Heats,M,1996
3,,Kirk CUMMINS,BARBAR,10.47,,100 m,Heats,M,1996
4,,Torbjörn ERIKSSON,SWESWE,10.49,,100 m,Heats,M,1996
5,,Paul HENDERSON,AUSAUS,10.52,,100 m,Heats,M,1996
6,,Alberto MÉNDEZ,DOMDOM,10.6,,100 m,Heats,M,1996
7,,Arnaldo SILVA,BRABRA,10.62,,100 m,Heats,M,1996
8,,Mario BONELLO,MLTMLT,10.89,,100 m,Heats,M,1996
9,,Odair Pericles DA COSTA,STPSTP,11.05,,100 m,Heats,M,1996
1,,André DA SILVA,BRABRA,10.25,,100 m,Heats,M,1996
2,,Linford CHRISTIE,GBRGBR,10.26,,100 m,Heats,M,1996
3,,Yiannakis ZISIMIDES,CYPCYP,10.32,,100 m,Heats,M,1996
4,,Venancio JOSÉ,ESPESP,10.34,,100 m,Heats,M,1996
5,,Ahmed DOUHOU,CIVCIV,10.53,,100 m,Heats,M,1996
6,,Robert M. DENNIS,LBRLBR,10.65,,100 m,Heats,M,1996
7,,Donald ONCHIRI,KENKEN,10.66,,100 m,Heats,M,1996
8,,Sun-kuk JIN,KORKOR,10.73,,100 m,Heats,M,1996
9,,Peter PULU,PNGPNG,10.76,,100 m,Heats,M,1996
1,,Eric NKANSAH,GHAGHA,10.26,,100 m,Heats,M,1996
2,,Needy GUIMS,FRAFRA,10.39,,100 m,Heats,M,1996
3,,Olapade ADENIKEN,NGRNGR,10.41,,100 m,Heats,M,1996
4,,Jone DELAI,FIJFIJ,10.42,,100 m,Heats,M,1996
5,,Vitaliy SAVIN,KAZKAZ,10.52,,100 m,Heats,M,1996
6,,Watson NYAMBEK,MASMAS,10.55,,100 m,Heats,M,1996
7,,Neil RYAN,IRLIRL,10.78,,100 m,Heats,M,1996
8,,Javier VERME,PERPER,10.91,,100 m,Heats,M,1996
9,,Van Lam HAI,VIEVIE,11.14,,100 m,Heats,M,1996
1,,Donovan BAILEY,CANCAN,10.24,,100 m,Heats,M,1996
2,,Nobuharu ASAHARA,JPNJPN,10.28,,100 m,Heats,M,1996
3,,Peter KARLSSON,SWESWE,10.35,,100 m,Heats,M,1996
4,,Sanusi TURAY,SLESLE,10.39,,100 m,Heats,M,1996
5,,Sergejs INŠAKOVS,LATLAT,10.42,,100 m,Heats,M,1996
6,,Harálabos PAPADIÁS,GREGRE,10.46,,100 m,Heats,M,1996
7,,Hsin-Ping HUANG,TPETPE,10.7,,100 m,Heats,M,1996
8,,Eric AGUEH,BENBEN,10.98,,100 m,Heats,M,1996
,,Alfayaya EMBALO,CPVCPV,DNS,,100 m,Heats,M,1996
1,,Frank FREDERICKS,NAMNAM,10.32,,100 m,Heats,M,1996
2,,Glenroy GILBERT,CANCAN,10.34,,100 m,Heats,M,1996
3,,Aléxandros YENOVÉLIS,GREGRE,10.39,,100 m,Heats,M,1996
4,,Frutos FEO,ESPESP,10.56,,100 m,Heats,M,1996
5,,Benjamin SIRIMOU,CMRCMR,10.58,,100 m,Heats,M,1996
6,,Hamed Hadib SADEQ,KUWKUW,10.81,,100 m,Heats,M,1996
7,,DeVon BEAN,BERBER,10.89,,100 m,Heats,M,1996
8,,Robert LOUA,GUIGUI,11.21,,100 m,Heats,M,1996
9,,Mark SHERWIN,COKCOK,11.41,,100 m,Heats,M,1996
1,,Igor KOVÁC,SVKSVK,13.62,,110 m H,Heats,M,1996
2,,Mark MCKOY,AUTAUT,13.7,,110 m H,Heats,M,1996
3,,Andrey KISLYKH,RUSRUS,13.74,,110 m H,Heats,M,1996
4,,Claude EDORH,GERGER,13.74,,110 m H,Heats,M,1996
5,,Yanhao CHEN,CHNCHN,13.76,,110 m H,Heats,M,1996
6,,Tomáš DVORÁK,CZECZE,13.78,,110 m H,Heats,M,1996
7,,Miguel SOTO,PURPUR,13.94,,110 m H,Heats,M,1996
8,,Judex LEFOU,MRIMRI,14.69,,110 m H,Heats,M,1996
1,,Florian SCHWARTHOFF,GERGER,13.39,,110 m H,Heats,M,1996
2,,Erik BATTE,CUBCUB,13.47,,110 m H,Heats,M,1996
3,,Andrew TULLOCH,GBRGBR,13.56,,110 m H,Heats,M,1996
4,,Johan LISABETH,BELBEL,13.72,,110 m H,Heats,M,1996
5,,Claes ALBIHN,SWESWE,13.79,,110 m H,Heats,M,1996
6,,Moses OYIKI,NGRNGR,14.04,,110 m H,Heats,M,1996
7,,Sean CAHILL,IRLIRL,14.28,,110 m H,Heats,M,1996
8,,Yuriy ARISTOV,UZBUZB,15.04,,110 m H,Heats,M,1996
1,,Mark CREAR,USAUSA,13.44,,110 m H,Heats,M,1996
2,,Anier GARCÍA,CUBCUB,13.56,,110 m H,Heats,M,1996
3,,Sven PIETERS,BELBEL,13.56,,110 m H,Heats,M,1996
4,,George BOROI,ROUROU,13.66,,110 m H,Heats,M,1996
5,,Emerson PERIN,BRABRA,13.76,,110 m H,Heats,M,1996
6,,Wagner MARSEILLE,HAIHAI,13.95,,110 m H,Heats,M,1996
7,,Herwig RÖTTL,AUTAUT,14.08,,110 m H,Heats,M,1996
8,,Fawaz Ismail JOHAR,BRNBRN,14.32,,110 m H,Heats,M,1996
1,,Colin JACKSON,GBRGBR,13.36,,110 m H,Heats,M,1996
2,,Eric KAISER,GERGER,13.64,,110 m H,Heats,M,1996
3,,Guntis PEDERS,LATLAT,13.72,,110 m H,Heats,M,1996
4,,Frank MENSAH,GHAGHA,13.87,,110 m H,Heats,M,1996
5,,William ERESE,NGRNGR,13.98,,110 m H,Heats,M,1996
6,,Jovesa NAIVALU,FIJFIJ,14.23,,110 m H,Heats,M,1996
,,Nur Herman MAJID,MASMAS,DNS,,110 m H,Heats,M,1996
,,Curt YOUNG,PANPAN,DNS,,110 m H,Heats,M,1996
1,,Allen JOHNSON,USAUSA,13.66,,110 m H,Heats,M,1996
2,,Krzysztof MEHLICH,POLPOL,13.81,,110 m H,Heats,M,1996
3,,Walmes DE SOUZA,BRABRA,13.82,,110 m H,Heats,M,1996
4,,Stelios BISBAS,GREGRE,13.85,,110 m H,Heats,M,1996
5,,Antti HAAPAKOSKI,FINFIN,13.9,,110 m H,Heats,M,1996
6,,Miguel DE LOS SANTOS,ESPESP,14.01,,110 m H,Heats,M,1996
7,,Steve ADEGBITE,NGRNGR,14.06,,110 m H,Heats,M,1996
,,Henry ANDRADE,CPVCPV,DNF,,110 m H,Heats,M,1996
1,,Tony JARRETT,GBRGBR,13.47,,110 m H,Heats,M,1996
2,,Vincent CLARICO,FRAFRA,13.52,,110 m H,Heats,M,1996
3,,Thomas J. KEARNS,IRLIRL,13.67,,110 m H,Heats,M,1996
4,,Pedro CHIAMULERA,BRABRA,13.7,,110 m H,Heats,M,1996
5,,Yevgeniy PECHONKIN,RUSRUS,13.86,,110 m H,Heats,M,1996
6,,Elmar LICHTENEGGER,AUTAUT,14.03,,110 m H,Heats,M,1996
7,,Prodromos KATSANTONIS,CYPCYP,14.34,,110 m H,Heats,M,1996
8,,Hakim MAZOU,CGOCGO,14.52,,110 m H,Heats,M,1996
1,,Kyle VANDER KUYP,AUSAUS,13.32,,110 m H,Heats,M,1996
2,,Emilio VALLE,CUBCUB,13.35,,110 m H,Heats,M,1996
3,,Jonathan NSENGA,BELBEL,13.61,,110 m H,Heats,M,1996
4,,Igors KAZANOVS,LATLAT,13.74,,110 m H,Heats,M,1996
5,,Tim KROEKER,CANCAN,13.74,,110 m H,Heats,M,1996
6,,Jesús FONT,ESPESP,13.9,,110 m H,Heats,M,1996
7,,Mahesh PERERA,SRISRI,14.24,,110 m H,Heats,M,1996
8,,José David RIESCO,PERPER,14.29,,110 m H,Heats,M,1996
1,,Eugene SWIFT,USAUSA,13.36,,110 m H,Heats,M,1996
2,,Tong LI,CHNCHN,13.57,,110 m H,Heats,M,1996
3,,Robert FOSTER,JAMJAM,13.58,,110 m H,Heats,M,1996
4,,Levente CSILLAG,HUNHUN,13.64,,110 m H,Heats,M,1996
5,,Emmanuel ROMARY,FRAFRA,13.68,,110 m H,Heats,M,1996
6,,Carlos SALA,ESPESP,13.94,,110 m H,Heats,M,1996
7,,Yevgeniy SHOROKHOV,KGZKGZ,14.29,,110 m H,Heats,M,1996
8,,Paul TUCKER,GUYGUY,14.65,,110 m H,Heats,M,1996
1,,Keturah ANDERSON,CANCAN,12.86,,100 m H,Heats,F,1996
2,,Cheryl DICKEY,USAUSA,12.92,,100 m H,Heats,F,1996
3,,Aliuska LÓPEZ,CUBCUB,13.06,,100 m H,Heats,F,1996
4,,Sriyani KULAWANSA-FONSECA,SRISRI,13.09,,100 m H,Heats,F,1996
5,,Birgit WOLF,GERGER,13.16,,100 m H,Heats,F,1996
6,,Natalya SHEKHODANOVA,RUSRUS,13.24,,100 m H,Heats,F,1996
7,,Jackie AGYEPONG,GBRGBR,13.24,,100 m H,Heats,F,1996
8,,Sau Ying CHAN,HKGHKG,13.63,,100 m H,Heats,F,1996
1,,Michelle FREEMAN,JAMJAM,12.76,,100 m H,Heats,F,1996
2,,Patricia GIRARD,FRAFRA,12.84,,100 m H,Heats,F,1996
3,,Nicole RAMALALANIRINA,MADMAD,12.9,,100 m H,Heats,F,1996
4,,Svetla PISHTIKOVA,BULBUL,12.92,,100 m H,Heats,F,1996
5,,Yvonne KANAZAWA,JPNJPN,13.3,,100 m H,Heats,F,1996
6,,Vida NSIAH,GHAGHA,13.34,,100 m H,Heats,F,1996
7,,Lesley TASHLIN,CANCAN,13.61,,100 m H,Heats,F,1996
1,,Ludmila ENGQUIST,SWESWE,12.66,,100 m H,Heats,F,1996
2,,Angela ATEDE,NGRNGR,12.88,,100 m H,Heats,F,1996
3,,María José MARDOMINGO,ESPESP,12.91,,100 m H,Heats,F,1996
4,,Monique ÉWANJÉ-ÉPÉE TOURRET,FRAFRA,13.12,,100 m H,Heats,F,1996
5,,Lena SOLLI-REIMANN,NORNOR,13.13,,100 m H,Heats,F,1996
6,,Natalya GRIGORYEVA,UKRUKR,13.16,,100 m H,Heats,F,1996
7,,Sonia PAQUETTE,CANCAN,13.29,,100 m H,Heats,F,1996
1,,Julie BAUMANN,SUISUI,12.86,,100 m H,Heats,F,1996
2,,Angela THORP,GBRGBR,12.93,,100 m H,Heats,F,1996
3,,Lynda TOLBERT-GOODE,USAUSA,12.97,,100 m H,Heats,F,1996
4,,Kristin PATZWAHL,GERGER,12.98,,100 m H,Heats,F,1996
5,,Tatyana RESHETNIKOVA,RUSRUS,13.01,,100 m H,Heats,F,1996
6,,Cécile CINÉLU,FRAFRA,13.05,,100 m H,Heats,F,1996
7,,Bich Huong VU,VIEVIE,13.85,,100 m H,Heats,F,1996
8,,Aminata CAMARA,MLIMLI,14.94,,100 m H,Heats,F,1996
1,,Brigita BUKOVEC,SLOSLO,12.72,,100 m H,Heats,F,1996
2,,Dionne ROSE-HENLEY,JAMJAM,12.81,,100 m H,Heats,F,1996
3,,Taiwo ALADEFA-DARDEN,NGRNGR,13.06,,100 m H,Heats,F,1996
4,,Lidiya YURKOVA,BLRBLR,13.2,,100 m H,Heats,F,1996
5,,Nadezhda BODROVA,UKRUKR,13.22,,100 m H,Heats,F,1996
6,,Rachael ROGERS,FIJFIJ,14.07,,100 m H,Heats,F,1996
,,Elisabeta ANGHEL,ROUROU,DNF,,100 m H,Heats,F,1996
1,,Gail DEVERS,USAUSA,12.73,,100 m H,Heats,F,1996
2,,Gillian RUSSELL-LOVE,JAMJAM,12.85,,100 m H,Heats,F,1996
3,,Yuliya GRAUDYN,RUSRUS,12.95,,100 m H,Heats,F,1996
4,,Ime AKPAN,NGRNGR,13.11,,100 m H,Heats,F,1996
5,,Olena KRASOVSKA,UKRUKR,13.23,,100 m H,Heats,F,1996
6,,Véronique LINSTER,LUXLUX,13.47,,100 m H,Heats,F,1996
,,Carla TUZZI,ITAITA,DNF,,100 m H,Heats,F,1996
