POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
5,1797,Suwaibou SANNEH,GAMGAM,10.21 q,0.176,100 m,Heats,M,2012
6,2427,Rytis SAKALAUSKAS,LTULTU,10.29,0.178,100 m,Heats,M,2012
7,1275,Berenger Aymard BOSSE,CAFCAF,10.55,0.17,100 m,Heats,M,2012
8,1209,Artur Bruno ROJAS,BOLBOL,10.65,0.154,100 m,Heats,M,2012
1,2170,Usain BOLT,JAMJAM,10.09 Q,0.178,100 m,Heats,M,2012
2,1016,Daniel BAILEY,ANTANT,10.12 Q,0.162,100 m,Heats,M,2012
3,1805,James DASAOLU,GBRGBR,10.13 Q,0.174,100 m,Heats,M,2012
4,1589,Amr Ibrahim Mostafa SEOUD,EGYEGY,10.22,0.164,100 m,Heats,M,2012
5,2923,Jason ROGERS,SKNSKN,10.3,0.177,100 m,Heats,M,2012
6,2567,Ogho-Oghene EGWERO,NGRNGR,10.38,0.174,100 m,Heats,M,2012
7,1882,Holder DA SILVA,GBSGBS,10.71,0.182,100 m,Heats,M,2012
,1405,Idrissa ADAM,CMRCMR,DNF,0.206,100 m,Heats,M,2012
1,2184,Asafa POWELL,JAMJAM,10.04 Q,0.166,100 m,Heats,M,2012
2,1809,Adam GEMILI,GBRGBR,10.11 Q,0.156,100 m,Heats,M,2012
3,2547,Churandy MARTINA,NEDNED,10.20 Q,0.168,100 m,Heats,M,2012
4,2082,Reza GHASEMI,IRIIRI,10.31,0.148,100 m,Heats,M,2012
5,2570,Obinna METU,NGRNGR,10.35,0.153,100 m,Heats,M,2012
6,1127,Ramon GITTENS,BARBAR,10.35,0.162,100 m,Heats,M,2012
7,2007,Paul WILLIAMS,GRNGRN,10.65,0.168,100 m,Heats,M,2012
8,1329,Devilert Arsene KIMBEMBE,CGOCGO,10.94,0.157,100 m,Heats,M,2012
1,2169,Yohan BLAKE,JAMJAM,10.00 Q,0.175,100 m,Heats,M,2012
2,2241,Ryota YAMAGATA,JPNJPN,10.07 Q,0.149,100 m,Heats,M,2012
3,1360,Bingtian SU,CHNCHN,10.19 Q,0.162,100 m,Heats,M,2012
4,2919,Antoine ADAMS,SKNSKN,10.22 q,0.154,100 m,Heats,M,2012
5,2568,Peter EMELIEZE,NGRNGR,10.22,0.153,100 m,Heats,M,2012
6,2024,Jeremy BASCOM,GUYGUY,10.31,0.135,100 m,Heats,M,2012
7,1668,Marek NIIT,ESTEST,10.4,0.158,100 m,Heats,M,2012
8,2493,Azneem AHMED,MDVMDV,10.84,0.157,100 m,Heats,M,2012
1,1803,Dwain CHAMBERS,GBRGBR,10.02 Q,0.157,100 m,Heats,M,2012
2,1769,Jimmy VICAUT,FRAFRA,10.11 Q,0.196,100 m,Heats,M,2012
3,3038,Keston BLEDMAN,TTOTTO,10.13 Q,0.195,100 m,Heats,M,2012
4,1101,Warren FRASER,BAHBAH,10.27,0.171,100 m,Heats,M,2012
5,2745,Miguel LÓPEZ,PURPUR,10.31,0.145,100 m,Heats,M,2012
6,1273,Gérard KOBÉANÉ,BURBUR,10.48,0.186,100 m,Heats,M,2012
7,2530,Fabrice COIFFIC,MRIMRI,10.59,0.165,100 m,Heats,M,2012
,2920,Kim COLLINS,SKNSKN,DNS,,100 m,Heats,M,2012
1,3216,Justin GATLIN,USAUSA,9.82 Q,0.187,100 m,Semi,M,2012
2,2547,Churandy MARTINA,NEDNED,9.91 Q,0.148,100 m,Semi,M,2012
3,2184,Asafa POWELL,JAMJAM,9.94 q,0.155,100 m,Semi,M,2012
4,3038,Keston BLEDMAN,TTOTTO,10.04,0.175,100 m,Semi,M,2012
5,1401,Ben Youssef MEITÉ,CIVCIV,10.13,0.163,100 m,Semi,M,2012
6,1769,Jimmy VICAUT,FRAFRA,10.16,0.203,100 m,Semi,M,2012
7,1805,James DASAOLU,GBRGBR,10.18,0.174,100 m,Semi,M,2012
8,1797,Suwaibou SANNEH,GAMGAM,10.18,0.175,100 m,Semi,M,2012
1,2170,Usain BOLT,JAMJAM,9.87 Q,0.18,100 m,Semi,M,2012
2,3205,Ryan BAILEY,USAUSA,9.96 Q,0.155,100 m,Semi,M,2012
3,3051,Richard THOMPSON,TTOTTO,10.02 q,0.158,100 m,Semi,M,2012
4,1803,Dwain CHAMBERS,GBRGBR,10.05,0.154,100 m,Semi,M,2012
5,3365,Gerald PHIRI,ZAMZAM,10.11,0.165,100 m,Semi,M,2012
6,1016,Daniel BAILEY,ANTANT,10.16,0.142,100 m,Semi,M,2012
7,2919,Antoine ADAMS,SKNSKN,10.27,0.159,100 m,Semi,M,2012
8,1360,Bingtian SU,CHNCHN,10.28,0.157,100 m,Semi,M,2012
1,2169,Yohan BLAKE,JAMJAM,9.85 Q,0.176,100 m,Semi,M,2012
2,1809,Adam GEMILI,GBRGBR,10.06,0.158,100 m,Semi,M,2012
3,1098,Derrick ATKINS,BAHBAH,10.08,0.164,100 m,Semi,M,2012
4,1303,Justyn WARNER,CANCAN,10.09,0.135,100 m,Semi,M,2012
5,2241,Ryota YAMAGATA,JPNJPN,10.1,0.158,100 m,Semi,M,2012
6,3049,Rondel SORRILLO,TTOTTO,10.31,0.14,100 m,Semi,M,2012
,3217,Tyson GAY,USAUSA,DQ,0.151,100 m,Semi,M,2012
,1327,Kemar HYMAN,CAYCAY,DNS,,100 m,Semi,M,2012
1,2170,Usain BOLT,JAMJAM,9.63,0.165,100 m,Final,M,2012
2,2169,Yohan BLAKE,JAMJAM,9.75,0.179,100 m,Final,M,2012
3,3216,Justin GATLIN,USAUSA,9.79,0.178,100 m,Final,M,2012
4,3205,Ryan BAILEY,USAUSA,9.88,0.176,100 m,Final,M,2012
5,2547,Churandy MARTINA,NEDNED,9.94,0.139,100 m,Final,M,2012
6,3051,Richard THOMPSON,TTOTTO,9.98,0.16,100 m,Final,M,2012
7,2184,Asafa POWELL,JAMJAM,11.99,0.155,100 m,Final,M,2012
,3217,Tyson GAY,USAUSA,DQ,0.145,100 m,Final,M,2012
1,1202,Alina TALAY,BLRBLR,12.71 Q,0.229,100 m H,Heats,F,2012
2,1324,Jessica ZELINKA,CANCAN,12.75 Q,0.16,100 m H,Heats,F,2012
3,1872,Tiffany PORTER,GBRGBR,12.79 Q,0.192,100 m H,Heats,F,2012
4,1147,Anne ZAGRE,BELBEL,13.04 q,0.188,100 m H,Heats,F,2012
5,2940,Marina TOMIC,SLOSLO,13.1,0.145,100 m H,Heats,F,2012
6,1403,Rosvitha OKOU,CIVCIV,13.62,0.17,100 m H,Heats,F,2012
7,2254,Ayako KIMURA,JPNJPN,13.75,0.169,100 m H,Heats,F,2012
,2522,Rahamatou DRAME,MLIMLI,DQ,,100 m H,Heats,F,2012
1,1093,Beate SCHROTT,AUTAUT,13.09 Q,0.172,100 m H,Heats,F,2012
2,1143,Eline BERINGS,BELBEL,13.46 Q,0.148,100 m H,Heats,F,2012
3,1117,Ivanique KEMP,BAHBAH,13.51 Q,0.163,100 m H,Heats,F,2012
4,2576,Seun ADIGUN,NGRNGR,13.56,0.149,100 m H,Heats,F,2012
5,2286,Anastassiya PILIPENKO,KAZKAZ,13.77,0.157,100 m H,Heats,F,2012
6,2965,Lecabela QUARESMA,STPSTP,14.54,0.165,100 m H,Heats,F,2012
,2198,LaToya GREAVES,JAMJAM,DNS,,100 m H,Heats,F,2012
,1856,Jessica ENNIS-HILL,GBRGBR,DNS,,100 m H,Heats,F,2012
1,3324,Kellie WELLS,USAUSA,12.69 Q,0.144,100 m H,Heats,F,2012
2,2853,Tatyana DEKTYAREVA,RUSRUS,12.87 Q,0.168,100 m H,Heats,F,2012
3,1543,Lucie ŠKROBÁKOVÁ,CZECZE,13.01 Q,0.172,100 m H,Heats,F,2012
4,1960,Cindy ROLEDER,GERGER,13.06 q,0.153,100 m H,Heats,F,2012
5,2212,Shermaine WILLIAMS,JAMJAM,13.07 q,0.164,100 m H,Heats,F,2012
6,1427,Lina FLÓREZ,COLCOL,13.17,0.16,100 m H,Heats,F,2012
7,2279,Natalya IVONINSKAYA,KAZKAZ,13.48,0.132,100 m H,Heats,F,2012
8,1274,Marthe KOALA,BURBUR,13.91,0.158,100 m H,Heats,F,2012
1,3293,Dawn HARPER NELSON,USAUSA,12.75 Q,0.154,100 m H,Heats,F,2012
2,2857,Ekaterina GALITSKAIA,RUSRUS,12.89 Q,0.152,100 m H,Heats,F,2012
3,2109,Derval O'ROURKE,IRLIRL,12.91 q,0.13,100 m H,Heats,F,2012
4,1311,Nikkita HOLDER,CANCAN,12.93 q,0.169,100 m H,Heats,F,2012
5,1435,Brigitte MERLANO,COLCOL,13.21,0.201,100 m H,Heats,F,2012
6,2364,Hyelim JUNG,KORKOR,13.48,0.142,100 m H,Heats,F,2012
7,2039,Jeimy BERNÁRDEZ,HONHON,14.36,0.159,100 m H,Heats,F,2012
,3102,Nevin YANIT,TURTUR,DQ,0.161,100 m H,Heats,F,2012
1,1079,Sally PEARSON,AUSAUS,12.57 Q,0.15,100 m H,Heats,F,2012
2,1789,Reïna-Flor OKORI,FRAFRA,13.01 Q,0.151,100 m H,Heats,F,2012
3,1955,Carolin DIETRICH,GERGER,13.30 Q,0.155,100 m H,Heats,F,2012
4,2288,Anastasiya SOPRUNOVA,KAZKAZ,13.4,0.166,100 m H,Heats,F,2012
5,2442,Sonata TAMOŠAITYTE,LTULTU,13.59,0.171,100 m H,Heats,F,2012
6,1566,Lavonne IDLETTE,DOMDOM,13.6,0.157,100 m H,Heats,F,2012
7,2918,Dipna LIM PRASAD,SGPSGP,14.68,0.162,100 m H,Heats,F,2012
8,2529,Silvia PANGUANA,MOZMOZ,14.68,0.211,100 m H,Heats,F,2012
,1194,Ekaterina POPLAVSKAYA,BLRBLR,DQ,0.175,100 m H,Heats,F,2012
1,3301,LoLo JONES,USAUSA,12.68 Q,0.191,100 m H,Heats,F,2012
2,1309,Phylicia GEORGE,CANCAN,12.83 Q,0.18,100 m H,Heats,F,2012
3,2149,Marzia CARAVELLI,ITAITA,13.01 Q,0.164,100 m H,Heats,F,2012
4,2871,Yuliya KONDAKOVA,RUSRUS,13.10 q,0.175,100 m H,Heats,F,2012
5,1388,Yawei SUN,CHNCHN,13.26,0.155,100 m H,Heats,F,2012
6,2983,Noemi ZBÄREN,SUISUI,13.33,0.185,100 m H,Heats,F,2012
7,2196,Brigitte FOSTER-HYLTON,JAMJAM,13.98,0.147,100 m H,Heats,F,2012
8,1150,Odile AHOUANWANOU,BENBEN,14.76,0.174,100 m H,Heats,F,2012
9,1889,Bibiana Martina OLAMA,GEQGEQ,16.18,0.192,100 m H,Heats,F,2012
1,3293,Dawn HARPER NELSON,USAUSA,12.46 Q,0.165,100 m H,Semi,F,2012
2,1093,Beate SCHROTT,AUTAUT,12.83 Q,0.155,100 m H,Semi,F,2012
3,2212,Shermaine WILLIAMS,JAMJAM,12.83,0.152,100 m H,Semi,F,2012
4,1202,Alina TALAY,BLRBLR,12.84,0.169,100 m H,Semi,F,2012
5,2857,Ekaterina GALITSKAIA,RUSRUS,12.9,0.16,100 m H,Semi,F,2012
6,1311,Nikkita HOLDER,CANCAN,12.93,0.162,100 m H,Semi,F,2012
7,1955,Carolin DIETRICH,GERGER,13.31,0.153,100 m H,Semi,F,2012
,1789,Reïna-Flor OKORI,FRAFRA,DQ,,100 m H,Semi,F,2012
1,1079,Sally PEARSON,AUSAUS,12.39 Q,0.155,100 m H,Semi,F,2012
2,1324,Jessica ZELINKA,CANCAN,12.66 Q,0.16,100 m H,Semi,F,2012
3,3301,LoLo JONES,USAUSA,12.71 q,0.178,100 m H,Semi,F,2012
4,1872,Tiffany PORTER,GBRGBR,12.79,0.157,100 m H,Semi,F,2012
5,2109,Derval O'ROURKE,IRLIRL,12.91,0.157,100 m H,Semi,F,2012
6,2871,Yuliya KONDAKOVA,RUSRUS,13.13,0.161,100 m H,Semi,F,2012
7,1143,Eline BERINGS,BELBEL,13.26,0.149,100 m H,Semi,F,2012
8,1117,Ivanique KEMP,BAHBAH,13.56,0.178,100 m H,Semi,F,2012
1,3324,Kellie WELLS,USAUSA,12.51 Q,0.145,100 m H,Semi,F,2012
2,1309,Phylicia GEORGE,CANCAN,12.65 q,0.153,100 m H,Semi,F,2012
3,2853,Tatyana DEKTYAREVA,RUSRUS,12.75,0.156,100 m H,Semi,F,2012
4,1543,Lucie ŠKROBÁKOVÁ,CZECZE,12.81,0.156,100 m H,Semi,F,2012
5,1147,Anne ZAGRE,BELBEL,12.94,0.161,100 m H,Semi,F,2012
6,1960,Cindy ROLEDER,GERGER,13.02,0.145,100 m H,Semi,F,2012
,3102,Nevin YANIT,TURTUR,DQ,0.16,100 m H,Semi,F,2012
,2149,Marzia CARAVELLI,ITAITA,DQ,0.143,100 m H,Semi,F,2012
1,1079,Sally PEARSON,AUSAUS,12.35,0.137,100 m H,Final,F,2012
2,3293,Dawn HARPER NELSON,USAUSA,12.37,0.156,100 m H,Final,F,2012
3,3324,Kellie WELLS,USAUSA,12.48,0.137,100 m H,Final,F,2012
4,3301,LoLo JONES,USAUSA,12.58,0.163,100 m H,Final,F,2012
5,1309,Phylicia GEORGE,CANCAN,12.65,0.152,100 m H,Final,F,2012
6,1324,Jessica ZELINKA,CANCAN,12.69,0.145,100 m H,Final,F,2012
7,1093,Beate SCHROTT,AUTAUT,13.07,0.156,100 m H,Final,F,2012
,3102,Nevin YANIT,TURTUR,DQ,0.161,100 m H,Final,F,2012
1,2829,Sergey SHUBENKOV,RUSRUS,13.26 Q,0.157,110 m H,Heats,M,2012
2,1979,Konstadínos DOUVALÍDIS,GREGRE,13.40 Q,0.163,110 m H,Heats,M,2012
3,1136,Adrien DEGHELT,BELBEL,13.52 Q,0.158,110 m H,Heats,M,2012
4,1748,Garfield DARIEN,FRAFRA,13.54 q,0.171,110 m H,Heats,M,2012
5,1421,Paulo VILLAR,COLCOL,13.55 q,0.169,110 m H,Heats,M,2012
6,1894,Matthias BÜHLER,GERGER,13.68,0.157,110 m H,Heats,M,2012
7,1358,Dongpeng SHI,CHNCHN,13.78,0.15,110 m H,Heats,M,2012
8,1884,David ILARIANI,GEOGEO,13.9,0.158,110 m H,Heats,M,2012
1,3246,Jason RICHARDSON,USAUSA,13.33 Q,0.192,110 m H,Heats,M,2012
2,1804,Lawrence CLARKE,GBRGBR,13.42 Q,0.16,110 m H,Heats,M,2012
3,1162,Maksim LYNSHA,BLRBLR,13.47 Q,0.168,110 m H,Heats,M,2012
4,3042,Wayne C. DAVIS II,TTOTTO,13.52 q,0.169,110 m H,Heats,M,2012
5,2185,Andrew RILEY,JAMJAM,13.59,0.174,110 m H,Heats,M,2012
6,2707,João Carlos ALMEIDA,PORPOR,13.69,0.116,110 m H,Heats,M,2012
7,2081,Rohollah ASGARI,IRIIRI,13.97,0.182,110 m H,Heats,M,2012
8,1326,Ronald FORBES,CAYCAY,14.21,0.161,110 m H,Heats,M,2012
,2744,Enrique LLANOS,PURPUR,DNF,0.174,110 m H,Heats,M,2012
1,1477,Orlando ORTEGA,CUBCUB,13.26 Q,0.158,110 m H,Heats,M,2012
2,2182,Hansle PARCHMENT,JAMJAM,13.32 Q,0.145,110 m H,Heats,M,2012
3,2827,Konstantin SHABANOV,RUSRUS,13.63 Q,0.14,110 m H,Heats,M,2012
4,1750,Ladji DOUCOURÉ,FRAFRA,13.67 q,0.17,110 m H,Heats,M,2012
5,3050,Mikel THOMAS,TTOTTO,13.74,0.135,110 m H,Heats,M,2012
6,1890,Erik BALNUWEIT,GERGER,13.77,0.152,110 m H,Heats,M,2012
,2445,Kame ALI,MADMAD,DQ,,110 m H,Heats,M,2012
,1110,Shamar SANDS,BAHBAH,DQ,0.16,110 m H,Heats,M,2012
,1829,Andrew POZZI,GBRGBR,DNF,0.143,110 m H,Heats,M,2012
1,1478,Dayron ROBLES,CUBCUB,13.33 Q,0.172,110 m H,Heats,M,2012
2,2781,Lehann FOURIE,RSARSA,13.49 Q,0.159,110 m H,Heats,M,2012
3,3245,Jeff PORTER,USAUSA,13.53 Q,0.148,110 m H,Heats,M,2012
4,1740,Dimitri BASCOU,FRAFRA,13.57 q,0.149,110 m H,Heats,M,2012
5,1128,Greggmar SWIFT,BARBAR,13.62,0.15,110 m H,Heats,M,2012
6,1906,Alexander JOHN,GERGER,13.67,0.195,110 m H,Heats,M,2012
7,2381,Fawaz AL-SHAMMARI,KUWKUW,14,0.174,110 m H,Heats,M,2012
8,2742,Héctor COTTO,PURPUR,14.08,0.158,110 m H,Heats,M,2012
9,2421,Ahmad HAZER,LBNLBN,14.82,0.195,110 m H,Heats,M,2012
1,3236,Aries MERRITT,USAUSA,13.07 Q,0.142,110 m H,Heats,M,2012
2,1125,Ryan BRATHWAITE,BARBAR,13.23 Q,0.166,110 m H,Heats,M,2012
3,1363,Wenjun XIE,CHNCHN,13.43 Q,0.143,110 m H,Heats,M,2012
4,2127,Emanuele ABATE,ITAITA,13.46 q,0.146,110 m H,Heats,M,2012
5,2183,Richard PHILLIPS,JAMJAM,13.47 q,0.154,110 m H,Heats,M,2012
6,2044,Dániel KISS,HUNHUN,13.62,0.188,110 m H,Heats,M,2012
7,2805,Aleksey DREMIN,RUSRUS,13.75,0.151,110 m H,Heats,M,2012
8,2028,Jeffrey JULMIS,HAIHAI,13.87,0.161,110 m H,Heats,M,2012
9,2038,Ronald BENNETT,HONHON,14.45,0.207,110 m H,Heats,M,2012
1,1840,Andrew TURNER,GBRGBR,13.42 Q,0.159,110 m H,Heats,M,2012
2,2572,Selim NURUDEEN,NGRNGR,13.51 Q,0.141,110 m H,Heats,M,2012
3,2548,Gregory SEDOC,NEDNED,13.52 Q,0.157,110 m H,Heats,M,2012
4,1633,Jackson QUIÑÓNEZ,ESPESP,13.76,0.139,110 m H,Heats,M,2012
5,2040,Balázs BAJI,HUNHUN,13.76,0.154,110 m H,Heats,M,2012
,2909,Moussa DEMBELE,SENSEN,DQ,0.167,110 m H,Heats,M,2012
,1126,Shane BRATHWAITE,BARBAR,DNF,0.124,110 m H,Heats,M,2012
,1356,Xiang LIU,CHNCHN,DNF,0.123,110 m H,Heats,M,2012
,2664,Artur NOGA,POLPOL,DNF,0.173,110 m H,Heats,M,2012
1,3246,Jason RICHARDSON,USAUSA,13.13 Q,0.16,110 m H,Semi,M,2012
2,1477,Orlando ORTEGA,CUBCUB,13.26 Q,0.151,110 m H,Semi,M,2012
3,1804,Lawrence CLARKE,GBRGBR,13.31 q,0.159,110 m H,Semi,M,2012
4,1136,Adrien DEGHELT,BELBEL,13.42,0.142,110 m H,Semi,M,2012
5,1748,Garfield DARIEN,FRAFRA,13.48,0.154,110 m H,Semi,M,2012
6,3042,Wayne C. DAVIS II,TTOTTO,13.49,0.165,110 m H,Semi,M,2012
7,1979,Konstadínos DOUVALÍDIS,GREGRE,13.77,0.146,110 m H,Semi,M,2012
,2548,Gregory SEDOC,NEDNED,DNF,0.189,110 m H,Semi,M,2012
1,3236,Aries MERRITT,USAUSA,12.94 Q,0.147,110 m H,Semi,M,2012
2,1125,Ryan BRATHWAITE,BARBAR,13.23 Q,0.159,110 m H,Semi,M,2012
3,1363,Wenjun XIE,CHNCHN,13.34,0.158,110 m H,Semi,M,2012
4,1840,Andrew TURNER,GBRGBR,13.42,0.151,110 m H,Semi,M,2012
5,2572,Selim NURUDEEN,NGRNGR,13.55,0.153,110 m H,Semi,M,2012
6,1740,Dimitri BASCOU,FRAFRA,13.55,0.15,110 m H,Semi,M,2012
7,1421,Paulo VILLAR,COLCOL,13.63,0.177,110 m H,Semi,M,2012
8,2827,Konstantin SHABANOV,RUSRUS,13.65,0.154,110 m H,Semi,M,2012
,2183,Richard PHILLIPS,JAMJAM,DNF,0.146,110 m H,Semi,M,2012
1,1478,Dayron ROBLES,CUBCUB,13.10 Q,0.162,110 m H,Semi,M,2012
2,2182,Hansle PARCHMENT,JAMJAM,13.14 Q,0.172,110 m H,Semi,M,2012
3,2781,Lehann FOURIE,RSARSA,13.28 q,0.139,110 m H,Semi,M,2012
4,2127,Emanuele ABATE,ITAITA,13.35,0.15,110 m H,Semi,M,2012
5,3245,Jeff PORTER,USAUSA,13.41,0.153,110 m H,Semi,M,2012
6,2829,Sergey SHUBENKOV,RUSRUS,13.41,0.156,110 m H,Semi,M,2012
7,1162,Maksim LYNSHA,BLRBLR,13.45,0.167,110 m H,Semi,M,2012
8,1750,Ladji DOUCOURÉ,FRAFRA,13.74,0.189,110 m H,Semi,M,2012
1,3236,Aries MERRITT,USAUSA,12.92,0.143,110 m H,Final,M,2012
2,3246,Jason RICHARDSON,USAUSA,13.04,0.194,110 m H,Final,M,2012
3,2182,Hansle PARCHMENT,JAMJAM,13.12,0.172,110 m H,Final,M,2012
4,1804,Lawrence CLARKE,GBRGBR,13.39,0.169,110 m H,Final,M,2012
5,1125,Ryan BRATHWAITE,BARBAR,13.4,0.163,110 m H,Final,M,2012
6,1477,Orlando ORTEGA,CUBCUB,13.43,0.135,110 m H,Final,M,2012
7,2781,Lehann FOURIE,RSARSA,13.53,0.136,110 m H,Final,M,2012
,1478,Dayron ROBLES,CUBCUB,DQ,0.159,110 m H,Final,M,2012
1,1369,Brianna ROLLINS,USA,12.48,0.158,100 m H,Final,F,2016
2,1321,Nia ALI,USA,12.59,0.154,100 m H,Final,F,2016
3,1330,Kristi CASTLIN,USA,12.61,0.152,100 m H,Final,F,2016
4,713,Cindy OFILI,GBR,12.63,0.161,100 m H,Final,F,2016
5,774,Cindy ROLEDER,GER,12.74,0.13,100 m H,Final,F,2016
6,362,Pedrya SEYMOUR,BAH,12.76,0.179,100 m H,Final,F,2016
7,719,Tiffany PORTER,GBR,12.76,0.142,100 m H,Final,F,2016
8,475,Phylicia GEORGE,CAN,12.89,0.143,100 m H,Final,F,2016
1,1369,Brianna ROLLINS,USAUSA,12.47 Q,0.197,100 m H,Semi,F,2016
2,362,Pedrya SEYMOUR,BAHBAH,12.64 Q,0.183,100 m H,Semi,F,2016
3,774,Cindy ROLEDER,GERGER,12.69 q,0.139,100 m H,Semi,F,2016
4,719,Tiffany PORTER,GBRGBR,12.82 q,0.131,100 m H,Semi,F,2016
5,907,Shermaine WILLIAMS,JAMJAM,12.86,0.156,100 m H,Semi,F,2016
6,561,Andrea IVANCEVIC,CROCRO,12.93,0.164,100 m H,Semi,F,2016
7,677,Sandra GOMIS,FRAFRA,13.23,0.166,100 m H,Semi,F,2016
8,402,Alina TALAY,BLRBLR,13.66,0.143,100 m H,Semi,F,2016
1,1321,Nia ALI,USAUSA,12.65 Q,0.156,100 m H,Semi,F,2016
2,475,Phylicia GEORGE,CANCAN,12.77 Q,0.139,100 m H,Semi,F,2016
3,1051,Oluwatobiloba AMUSAN,NGRNGR,12.91,0.146,100 m H,Semi,F,2016
4,752,Nadine HILDEBRAND,GERGER,12.95,0.148,100 m H,Semi,F,2016
5,1211,Clélia REUSE-RARD,SUISUI,12.96,0.156,100 m H,Semi,F,2016
6,659,Nooralotta NEZIRI,FINFIN,13.04,0.151,100 m H,Semi,F,2016
7,909,Nickiesha WILSON,JAMJAM,13.14,0.137,100 m H,Semi,F,2016
,1140,Jasmine CAMACHO-QUINN,PURPUR,DQ R 168.7b,0.166,100 m H,Semi,F,2016
1,1330,Kristi CASTLIN,USAUSA,12.63 Q,0.154,100 m H,Semi,F,2016
2,713,Cindy OFILI,GBRGBR,12.71 Q,0.196,100 m H,Semi,F,2016
3,1073,Isabelle PEDERSEN,NORNOR,12.88,0.14,100 m H,Semi,F,2016
4,740,Pamela DUTKIEWICZ,GERGER,12.92,0.103,100 m H,Semi,F,2016
5,898,Megan SIMMONDS,JAMJAM,12.95,0.174,100 m H,Semi,F,2016
6,668,Cindy BILLAUD,FRAFRA,13.03,0.132,100 m H,Semi,F,2016
,477,Nikkita HOLDER,CANCAN,DQ R 168.7b,0.146,100 m H,Semi,F,2016
,381,Anne ZAGRE,BELBEL,DQ R 168.7b,0.152,100 m H,Semi,F,2016
1,1330,Kristi CASTLIN,USAUSA,12.68 Q,0.142,100 m H,Heats,F,2016
2,381,Anne ZAGRE,BELBEL,12.85 Q,0.158,100 m H,Heats,F,2016
3,659,Nooralotta NEZIRI,FINFIN,12.88 Q,0.144,100 m H,Heats,F,2016
4,907,Shermaine WILLIAMS,JAMJAM,12.95 q,0.161,100 m H,Heats,F,2016
5,1225,Susanna KALLUR,SWESWE,13.04,0.182,100 m H,Heats,F,2016
6,625,Caridad JEREZ,ESPESP,13.26,0.133,100 m H,Heats,F,2016
7,384,Katy SEALY,BIZBIZ,15.79,0.193,100 m H,Heats,F,2016
,814,Mulern JEAN,HAIHAI,DQ R 168.7b,0.169,100 m H,Heats,F,2016
1,1321,Nia ALI,USAUSA,12.76 Q,0.157,100 m H,Heats,F,2016
2,475,Phylicia GEORGE,CANCAN,12.83 Q,0.186,100 m H,Heats,F,2016
3,362,Pedrya SEYMOUR,BAHBAH,12.85 Q,0.175,100 m H,Heats,F,2016
4,532,Shuijiao WU,CHNCHN,13.03,0.154,100 m H,Heats,F,2016
5,427,Maíla MACHADO,BRABRA,13.09,0.155,100 m H,Heats,F,2016
6,327,Michelle JENNEKE,AUSAUS,13.26,0.139,100 m H,Heats,F,2016
7,398,Ekaterina POPLAVSKAYA,BLRBLR,13.45,0.188,100 m H,Heats,F,2016
8,350,Beate SCHROTT,AUTAUT,13.47,0.14,100 m H,Heats,F,2016
1,713,Cindy OFILI,GBRGBR,12.75 Q,0.149,100 m H,Heats,F,2016
2,752,Nadine HILDEBRAND,GERGER,12.84 Q,0.16,100 m H,Heats,F,2016
3,1073,Isabelle PEDERSEN,NORNOR,12.86 Q,0.131,100 m H,Heats,F,2016
4,561,Andrea IVANCEVIC,CROCRO,12.90 q,0.155,100 m H,Heats,F,2016
5,552,Brigitte MERLANO,COLCOL,13.09,0.127,100 m H,Heats,F,2016
6,500,Angela WHYTE,CANCAN,13.09,0.154,100 m H,Heats,F,2016
7,802,Elisávet PESIRÍDOU,GREGRE,13.1,0.174,100 m H,Heats,F,2016
8,932,Anastassiya PILIPENKO,KAZKAZ,13.29,0.129,100 m H,Heats,F,2016
1,774,Cindy ROLEDER,GERGER,12.86 Q,0.14,100 m H,Heats,F,2016
2,719,Tiffany PORTER,GBRGBR,12.87 Q,0.144,100 m H,Heats,F,2016
3,909,Nickiesha WILSON,JAMJAM,12.89 Q,0.13,100 m H,Heats,F,2016
4,1211,Clélia REUSE-RARD,SUISUI,12.91 q,0.148,100 m H,Heats,F,2016
5,668,Cindy BILLAUD,FRAFRA,12.98 q,0.125,100 m H,Heats,F,2016
6,366,Kierre BECKLES,BARBAR,13.01,0.153,100 m H,Heats,F,2016
7,1299,Hanna PLOTITSYNA,UKRUKR,13.12,0.142,100 m H,Heats,F,2016
8,462,Marthe KOALA,BURBUR,13.41,0.143,100 m H,Heats,F,2016
1,1140,Jasmine CAMACHO-QUINN,PURPUR,12.70 Q,0.18,100 m H,Heats,F,2016
2,402,Alina TALAY,BLRBLR,12.74 Q,0.157,100 m H,Heats,F,2016
3,740,Pamela DUTKIEWICZ,GERGER,12.90 Q,0.132,100 m H,Heats,F,2016
4,477,Nikkita HOLDER,CANCAN,12.92 q,0.159,100 m H,Heats,F,2016
5,1051,Oluwatobiloba AMUSAN,NGRNGR,12.99 q,0.143,100 m H,Heats,F,2016
6,1104,Karolina KOLECZEK,POLPOL,13.04,0.138,100 m H,Heats,F,2016
7,1307,Oksana SHKURAT,UKRUKR,13.22,0.151,100 m H,Heats,F,2016
8,1081,Yvette LEWIS,PANPAN,13.35,0.15,100 m H,Heats,F,2016
1,1369,Brianna ROLLINS,USAUSA,12.54 Q,0.118,100 m H,Heats,F,2016
2,898,Megan SIMMONDS,JAMJAM,12.81 Q,0.171,100 m H,Heats,F,2016
