,POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
1925,3.0,,Melinda GAINSFORD-TAYLOR,AUSAUS,11.34 Q,0.191,100 m,Heats,F,2000
1926,4.0,,Natalya POMOSHCHNIKOVA-VORONOVA,RUSRUS,11.47,0.188,100 m,Heats,F,2000
1927,5.0,,Louise AYÉTOTCHÉ,CIVCIV,11.52,0.267,100 m,Heats,F,2000
1928,6.0,,Irene TRUICE JOSEPH,INAINA,11.93,0.233,100 m,Heats,F,2000
1929,7.0,,Shu-Chuan CHEN,TAITAI,12.22,0.24100000000000002,100 m,Heats,F,2000
1930,8.0,,Sarah TONDE,BURBUR,12.56,0.21600000000000003,100 m,Heats,F,2000
1931,9.0,,Sandjema BATOULI,COMCOM,13.58,0.253,100 m,Heats,F,2000
1932,1.0,,Chryste GAINES,USAUSA,11.06 Q,0.20800000000000002,100 m,Heats,F,2000
1933,2.0,,Tayna LAWRENCE,JAMJAM,11.14 Q,0.165,100 m,Heats,F,2000
1934,3.0,,Vida NSIAH,GHAGHA,11.18 Q,0.217,100 m,Heats,F,2000
1935,4.0,,Esi BENYARKU,CANCAN,11.55,0.185,100 m,Heats,F,2000
1936,5.0,,Xiujun ZENG,CHNCHN,11.63,0.284,100 m,Heats,F,2000
1937,6.0,,Kadiatou CAMARA,MLIMLI,11.65,0.249,100 m,Heats,F,2000
1938,7.0,,Joanne DURANT,BARBAR,11.82,0.242,100 m,Heats,F,2000
1939,8.0,,Chan Than OUK,CAMCAM,14.13,,100 m,Heats,F,2000
1940,1.0,,Merlene OTTEY,JAMJAM,11.08 Q,0.203,100 m,Quarter,F,2000
1941,2.0,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.18 Q,0.192,100 m,Quarter,F,2000
1942,3.0,,Mercy NKU,NGRNGR,11.26 Q,0.172,100 m,Quarter,F,2000
1943,4.0,,Christine ARRON,FRAFRA,11.26 Q,0.24100000000000002,100 m,Quarter,F,2000
1944,5.0,,Torri EDWARDS,USAUSA,11.32,0.168,100 m,Quarter,F,2000
1945,6.0,,Anzhela KRAVCHENKO,UKRUKR,11.32,0.21600000000000003,100 m,Quarter,F,2000
1946,7.0,,Monica TWUM,GHAGHA,11.7,0.223,100 m,Quarter,F,2000
1947,8.0,,Cydonie MOTHERSILLE,CAYCAY,11.81,0.28,100 m,Quarter,F,2000
1948,1.0,,Ekateríni THÁNOU,GREGRE,10.99 Q,0.18,100 m,Quarter,F,2000
1949,2.0,,Tayna LAWRENCE,JAMJAM,11.11 Q,0.19,100 m,Quarter,F,2000
1950,3.0,,Melinda GAINSFORD-TAYLOR,AUSAUS,11.24 Q,0.221,100 m,Quarter,F,2000
1951,4.0,,Petya PENDAREVA,BULBUL,11.36,0.231,100 m,Quarter,F,2000
1952,5.0,,Hanitriniaina RAKOTONDRABE,MADMAD,11.51,0.225,100 m,Quarter,F,2000
1953,6.0,,Iryna PUKHA,UKRUKR,11.54,0.215,100 m,Quarter,F,2000
1954,7.0,,Joan Uduak EKAH,NGRNGR,11.67,0.265,100 m,Quarter,F,2000
1955,,,Marion JONES,USAUSA,DQ,0.215,100 m,Quarter,F,2000
1956,1.0,,Zhanna BLOCK,UKRUKR,11.08 Q,0.191,100 m,Quarter,F,2000
1957,2.0,,Chryste GAINES,USAUSA,11.21 Q,0.21600000000000003,100 m,Quarter,F,2000
1958,3.0,,Chandra STURRUP,BAHBAH,11.22 Q,0.23399999999999999,100 m,Quarter,F,2000
1959,4.0,,Beverly MCDONALD,JAMJAM,11.26 Q,0.19399999999999998,100 m,Quarter,F,2000
1960,5.0,,Mary ONYALI-OMAGBEMI,NGRNGR,11.4,0.222,100 m,Quarter,F,2000
1961,6.0,,Lauren HEWITT,AUSAUS,11.54,0.196,100 m,Quarter,F,2000
1962,7.0,,Valma BASS,SKNSKN,11.6,0.17,100 m,Quarter,F,2000
1963,8.0,,Sandra CITTE,FRAFRA,11.63,0.253,100 m,Quarter,F,2000
1964,1.0,,Savatheda FYNES,BAHBAH,11.10 Q,0.175,100 m,Quarter,F,2000
1965,2.0,,Vida NSIAH,GHAGHA,11.19 Q,0.18100000000000002,100 m,Quarter,F,2000
1966,3.0,,Myriam Léonie MANI,CMRCMR,11.23 Q,0.157,100 m,Quarter,F,2000
1967,4.0,,Susanthika JAYASINGHE,SRISRI,11.23 Q,0.226,100 m,Quarter,F,2000
1968,5.0,,Xuemei LI,CHNCHN,11.46,0.22,100 m,Quarter,F,2000
1969,6.0,,Natalya IGNATOVA,RUSRUS,11.47,0.198,100 m,Quarter,F,2000
1970,7.0,,Sarah REILLY,IRLIRL,11.53,0.185,100 m,Quarter,F,2000
1971,8.0,,Lyubov PEREPELOVA,UZBUZB,11.59,0.25,100 m,Quarter,F,2000
1972,1.0,,Merlene OTTEY,JAMJAM,11.22 Q,0.20600000000000002,100 m,Semi,F,2000
1973,2.0,,Chandra STURRUP,BAHBAH,11.31 Q,0.20199999999999999,100 m,Semi,F,2000
1974,3.0,,Zhanna BLOCK,UKRUKR,11.32 Q,0.22699999999999998,100 m,Semi,F,2000
1975,4.0,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.34 Q,0.281,100 m,Semi,F,2000
1976,5.0,,Vida NSIAH,GHAGHA,11.37,0.17300000000000001,100 m,Semi,F,2000
1977,6.0,,Myriam Léonie MANI,CMRCMR,11.4,0.196,100 m,Semi,F,2000
1978,7.0,,Christine ARRON,FRAFRA,11.42,0.253,100 m,Semi,F,2000
1979,8.0,,Melinda GAINSFORD-TAYLOR,AUSAUS,11.45,0.21,100 m,Semi,F,2000
1980,1.0,,Ekateríni THÁNOU,GREGRE,11.10 Q,0.205,100 m,Semi,F,2000
1981,2.0,,Savatheda FYNES,BAHBAH,11.16 Q,0.172,100 m,Semi,F,2000
1982,3.0,,Tayna LAWRENCE,JAMJAM,11.12 Q,0.171,100 m,Semi,F,2000
1983,4.0,,Chryste GAINES,USAUSA,11.23,0.201,100 m,Semi,F,2000
1984,5.0,,Beverly MCDONALD,JAMJAM,11.31,0.193,100 m,Semi,F,2000
1985,6.0,,Susanthika JAYASINGHE,SRISRI,11.33,0.188,100 m,Semi,F,2000
1986,7.0,,Mercy NKU,NGRNGR,11.56,0.228,100 m,Semi,F,2000
1987,,,Marion JONES,USAUSA,DQ,0.192,100 m,Semi,F,2000
1988,1.0,,Ekateríni THÁNOU,GREGRE,11.12,0.20600000000000002,100 m,Final,F,2000
1989,2.0,,Tayna LAWRENCE,JAMJAM,11.18,0.163,100 m,Final,F,2000
1990,3.0,,Merlene OTTEY,JAMJAM,11.19,0.179,100 m,Final,F,2000
1991,4.0,,Zhanna BLOCK,UKRUKR,11.2,0.223,100 m,Final,F,2000
1992,5.0,,Chandra STURRUP,BAHBAH,11.21,0.193,100 m,Final,F,2000
1993,6.0,,Savatheda FYNES,BAHBAH,11.22,0.253,100 m,Final,F,2000
1994,7.0,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.29,0.23800000000000002,100 m,Final,F,2000
1995,,,Marion JONES,USAUSA,DQ,0.18899999999999997,100 m,Final,F,2000
1996,1.0,,Mark CREAR,USAUSA,13.44 Q,0.177,110 m H,Heats,M,2000
1997,2.0,,Stanislavs OLIJARS,LATLAT,13.56 Q,0.228,110 m H,Heats,M,2000
1998,3.0,,Kyle VANDER KUYP,AUSAUS,13.67 Q,0.152,110 m H,Heats,M,2000
1999,4.0,,Paul SEHZUE,LBRLBR,14.18 Q,0.21600000000000003,110 m H,Heats,M,2000
2000,5.0,,Charles ALLEN,GUYGUY,14.21,0.235,110 m H,Heats,M,2000
2001,6.0,,Ralf LEBERER,GERGER,56.74 q,0.16399999999999998,110 m H,Heats,M,2000
2002,,,Tony JARRETT,GBRGBR,DQ,0.17800000000000002,110 m H,Heats,M,2000
2003,,,Marcin KUSZEWSKI,POLPOL,DNF,0.2,110 m H,Heats,M,2000
2004,1.0,,Dudley DORIVAL,HAIHAI,13.33 Q,0.203,110 m H,Heats,M,2000
2005,2.0,,Yoel HERNÁNDEZ,CUBCUB,13.53 Q,0.17300000000000001,110 m H,Heats,M,2000
2006,3.0,,Shaun BOWNES,RSARSA,13.53 Q,0.187,110 m H,Heats,M,2000
2007,4.0,,Falk BALZER,GERGER,13.67 Q,0.183,110 m H,Heats,M,2000
2008,5.0,,Steve BROWN,TTOTTO,13.92 q,0.182,110 m H,Heats,M,2000
2009,6.0,,Peter COGHLAN,IRLIRL,14.03 q,0.198,110 m H,Heats,M,2000
2010,7.0,,Robert FOSTER,JAMJAM,14.33,0.221,110 m H,Heats,M,2000
2011,,,Mubarak Ata MUBARAK,KSAKSA,DQ,0.243,110 m H,Heats,M,2000
2012,1.0,,Anier GARCÍA,CUBCUB,13.60 Q,0.235,110 m H,Heats,M,2000
2013,2.0,,Andrey KISLYKH,RUSRUS,13.77 Q,0.16699999999999998,110 m H,Heats,M,2000
2014,3.0,,Balázs KOVÁCS,HUNHUN,13.83 Q,0.14,110 m H,Heats,M,2000
2015,4.0,,Jean-Marc GRAVA,FRAFRA,14.01 Q,0.2,110 m H,Heats,M,2000
2016,5.0,,Gabriel BURNETT,BARBAR,14.23,0.258,110 m H,Heats,M,2000
2017,6.0,,Raphaël MONACHON,SUISUI,14.8,0.221,110 m H,Heats,M,2000
2018,,,Zhivko VIDENOV,BULBUL,DNF,0.122,110 m H,Heats,M,2000
2019,1.0,,Florian SCHWARTHOFF,GERGER,13.55 Q,0.162,110 m H,Heats,M,2000
2020,2.0,,Robert KRONBERG,SWESWE,13.58 Q,0.264,110 m H,Heats,M,2000
2021,3.0,,Terrence TRAMMELL,USAUSA,13.59 Q,0.25,110 m H,Heats,M,2000
2022,4.0,,Emiliano PIZZOLI,ITAITA,13.65 Q,0.158,110 m H,Heats,M,2000
2023,5.0,,Márcio Simão DE SOUZA,BRABRA,13.70 q,0.17,110 m H,Heats,M,2000
2024,6.0,,Jeffrey JACKSON,ISVISV,14.05 q,0.20800000000000002,110 m H,Heats,M,2000
2025,7.0,,Victor HOUSTON,BARBAR,14.06,0.23,110 m H,Heats,M,2000
2026,8.0,,Paolo DELLA SANTA,SUISUI,14.12,0.19,110 m H,Heats,M,2000
2027,1.0,,Allen JOHNSON,USAUSA,13.50 Q,0.174,110 m H,Heats,M,2000
2028,2.0,,Yevgeniy PECHONKIN,RUSRUS,13.56 Q,0.21600000000000003,110 m H,Heats,M,2000
2029,3.0,,Jonathan NSENGA,BELBEL,13.57 Q,0.185,110 m H,Heats,M,2000
2030,4.0,,Elmar LICHTENEGGER,AUTAUT,13.65 Q,0.212,110 m H,Heats,M,2000
2031,5.0,,Levente CSILLAG,HUNHUN,13.66 q,0.257,110 m H,Heats,M,2000
2032,6.0,,Joseph-Berlioz RANDRIAMIHAJA,MADMAD,13.86 q,0.218,110 m H,Heats,M,2000
2033,7.0,,Damien GREAVES,GBRGBR,14.01 q,0.303,110 m H,Heats,M,2000
2034,1.0,,Colin JACKSON,GBRGBR,13.38 Q,0.135,110 m H,Heats,M,2000
2035,2.0,,Tomasz SCIGACZEWSKI,POLPOL,13.53 Q,0.166,110 m H,Heats,M,2000
2036,3.0,,Andrea GIACONI,ITAITA,13.62 Q,0.203,110 m H,Heats,M,2000
2037,4.0,,Adrian WOODLEY,CANCAN,13.71 Q,0.175,110 m H,Heats,M,2000
2038,5.0,,Satoru TANIGAWA,JPNJPN,13.74 q,0.14300000000000002,110 m H,Heats,M,2000
2039,6.0,,Arlindo LEÓCADIO PINHEIRO,STPSTP,15.65,0.233,110 m H,Heats,M,2000
2040,,,Robin KORVING,NEDNED,DNS,,110 m H,Heats,M,2000
2041,,,Igor KOVÁC,SVKSVK,DNS,,110 m H,Heats,M,2000
2042,1.0,,Anier GARCÍA,CUBCUB,13.53 Q,0.207,110 m H,Quarter,M,2000
2043,2.0,,Falk BALZER,GERGER,13.59 Q,0.20600000000000002,110 m H,Quarter,M,2000
2044,3.0,,Mark CREAR,USAUSA,13.60 Q,0.14400000000000002,110 m H,Quarter,M,2000
2045,4.0,,Yevgeniy PECHONKIN,RUSRUS,13.63 Q,0.155,110 m H,Quarter,M,2000
2046,5.0,,Emiliano PIZZOLI,ITAITA,13.69,0.153,110 m H,Quarter,M,2000
2047,6.0,,Jonathan NSENGA,BELBEL,13.73,0.152,110 m H,Quarter,M,2000
2048,7.0,,Satoru TANIGAWA,JPNJPN,13.94,0.157,110 m H,Quarter,M,2000
2049,8.0,,Damien GREAVES,GBRGBR,14.08,0.239,110 m H,Quarter,M,2000
2050,1.0,,Dudley DORIVAL,HAIHAI,13.49 Q,0.18,110 m H,Quarter,M,2000
2051,2.0,,Shaun BOWNES,RSARSA,13.54 Q,0.203,110 m H,Quarter,M,2000
2052,3.0,,Tomasz SCIGACZEWSKI,POLPOL,13.60 Q,0.21,110 m H,Quarter,M,2000
2053,4.0,,Kyle VANDER KUYP,AUSAUS,13.62 Q,0.163,110 m H,Quarter,M,2000
2054,5.0,,Ralf LEBERER,GERGER,13.73,0.141,110 m H,Quarter,M,2000
2055,6.0,,Levente CSILLAG,HUNHUN,13.75,0.183,110 m H,Quarter,M,2000
2056,7.0,,Andrea GIACONI,ITAITA,13.93,0.168,110 m H,Quarter,M,2000
2057,8.0,,Jeffrey JACKSON,ISVISV,14.17,0.248,110 m H,Quarter,M,2000
2058,9.0,,Paul SEHZUE,LBRLBR,14.37,0.22,110 m H,Quarter,M,2000
2059,1.0,,Florian SCHWARTHOFF,GERGER,13.54 Q,0.19,110 m H,Quarter,M,2000
2060,2.0,,Allen JOHNSON,USAUSA,13.55 Q,0.154,110 m H,Quarter,M,2000
2061,3.0,,Robert KRONBERG,SWESWE,13.56 Q,0.205,110 m H,Quarter,M,2000
2062,4.0,,Elmar LICHTENEGGER,AUTAUT,13.73 Q,0.196,110 m H,Quarter,M,2000
2063,5.0,,Andrey KISLYKH,RUSRUS,14.03,0.154,110 m H,Quarter,M,2000
2064,6.0,,Adrian WOODLEY,CANCAN,14.04,0.17800000000000002,110 m H,Quarter,M,2000
2065,7.0,,Joseph-Berlioz RANDRIAMIHAJA,MADMAD,14.07,0.233,110 m H,Quarter,M,2000
2066,8.0,,Steve BROWN,TTOTTO,14.12,0.20199999999999999,110 m H,Quarter,M,2000
2067,1.0,,Colin JACKSON,GBRGBR,13.27 Q,0.136,110 m H,Quarter,M,2000
2068,2.0,,Terrence TRAMMELL,USAUSA,13.29 Q,0.154,110 m H,Quarter,M,2000
2069,3.0,,Stanislavs OLIJARS,LATLAT,13.34 Q,0.16399999999999998,110 m H,Quarter,M,2000
2070,4.0,,Yoel HERNÁNDEZ,CUBCUB,13.40 Q,0.17600000000000002,110 m H,Quarter,M,2000
2071,5.0,,Márcio Simão DE SOUZA,BRABRA,13.71,0.154,110 m H,Quarter,M,2000
2072,6.0,,Balázs KOVÁCS,HUNHUN,13.78,0.155,110 m H,Quarter,M,2000
2073,7.0,,Peter COGHLAN,IRLIRL,13.86,0.182,110 m H,Quarter,M,2000
2074,8.0,,Jean-Marc GRAVA,FRAFRA,14.47,0.152,110 m H,Quarter,M,2000
2075,1.0,,Anier GARCÍA,CUBCUB,13.16 Q,0.174,110 m H,Semi,M,2000
2076,2.0,,Mark CREAR,USAUSA,13.23 Q,0.193,110 m H,Semi,M,2000
2077,3.0,,Dudley DORIVAL,HAIHAI,13.35 Q,0.168,110 m H,Semi,M,2000
2078,4.0,,Robert KRONBERG,SWESWE,13.39 Q,0.154,110 m H,Semi,M,2000
2079,5.0,,Shaun BOWNES,RSARSA,13.41,0.16699999999999998,110 m H,Semi,M,2000
2080,6.0,,Falk BALZER,GERGER,13.59,0.17600000000000002,110 m H,Semi,M,2000
2081,7.0,,Yevgeniy PECHONKIN,RUSRUS,13.62,0.165,110 m H,Semi,M,2000
2082,8.0,,Kyle VANDER KUYP,AUSAUS,13.63,0.14,110 m H,Semi,M,2000
2083,1.0,,Terrence TRAMMELL,USAUSA,13.32 Q,0.2,110 m H,Semi,M,2000
2084,2.0,,Allen JOHNSON,USAUSA,13.33 Q,0.166,110 m H,Semi,M,2000
2085,3.0,,Colin JACKSON,GBRGBR,13.34 Q,0.14400000000000002,110 m H,Semi,M,2000
2086,4.0,,Florian SCHWARTHOFF,GERGER,13.39 Q,0.125,110 m H,Semi,M,2000
2087,5.0,,Yoel HERNÁNDEZ,CUBCUB,13.41,0.168,110 m H,Semi,M,2000
2088,6.0,,Stanislavs OLIJARS,LATLAT,13.5,0.166,110 m H,Semi,M,2000
2089,7.0,,Tomasz SCIGACZEWSKI,POLPOL,13.51,0.159,110 m H,Semi,M,2000
2090,8.0,,Elmar LICHTENEGGER,AUTAUT,13.59,0.193,110 m H,Semi,M,2000
2091,1.0,,Anier GARCÍA,CUBCUB,13,0.172,110 m H,Final,M,2000
2092,2.0,,Terrence TRAMMELL,USAUSA,13.16,0.221,110 m H,Final,M,2000
2093,3.0,,Mark CREAR,USAUSA,13.22,0.214,110 m H,Final,M,2000
2094,4.0,,Allen JOHNSON,USAUSA,13.23,0.182,110 m H,Final,M,2000
2095,5.0,,Colin JACKSON,GBRGBR,13.28,0.139,110 m H,Final,M,2000
2096,6.0,,Florian SCHWARTHOFF,GERGER,13.42,0.184,110 m H,Final,M,2000
2097,7.0,,Dudley DORIVAL,HAIHAI,13.49,0.161,110 m H,Final,M,2000
2098,8.0,,Robert KRONBERG,SWESWE,13.61,0.244,110 m H,Final,M,2000
2099,1.0,,Delloreen ENNIS-LONDON,JAMJAM,12.88 Q,0.146,100 m H,Heats,F,2000
2100,2.0,,Linda FERGA-KHODADIN,FRAFRA,12.89 Q,0.237,100 m H,Heats,F,2000
2101,3.0,,Svetlana LAUKHOVA,RUSRUS,12.98 Q,0.184,100 m H,Heats,F,2000
2102,4.0,,Svetla PISHTIKOVA,BULBUL,13.00 Q,0.20800000000000002,100 m H,Heats,F,2000
2103,5.0,,Debbie EDWARDS,AUSAUS,13.24,0.175,100 m H,Heats,F,2000
2104,6.0,,Nadezhda BODROVA,UKRUKR,13.25,0.201,100 m H,Heats,F,2000
2105,7.0,,Manuela BOSCO,FINFIN,13.51,0.162,100 m H,Heats,F,2000
2106,1.0,,Keturah ANDERSON,CANCAN,12.82 Q,0.149,100 m H,Heats,F,2000
2107,2.0,,Sharon COUCH,USAUSA,12.92 Q,0.16399999999999998,100 m H,Heats,F,2000
2108,3.0,,Michelle FREEMAN,JAMJAM,12.99 Q,0.2,100 m H,Heats,F,2000
2109,4.0,,Angela ATEDE,NGRNGR,13.09 Q,0.172,100 m H,Heats,F,2000
2110,5.0,,Yvonne KANAZAWA,JPNJPN,13.13 q,0.192,100 m H,Heats,F,2000
2111,6.0,,Olena KRASOVSKA,UKRUKR,13.15 q,0.23600000000000002,100 m H,Heats,F,2000
2112,7.0,,Maria-Joelle CONJUNGO,CAFCAF,13.95,0.179,100 m H,Heats,F,2000
2113,8.0,,Verónica DE PAOLI,ARGARG,14.61,,100 m H,Heats,F,2000
2114,1.0,,Olga SHISHIGINA,KAZKAZ,12.81 Q,0.203,100 m H,Heats,F,2000
2115,2.0,,Melissa MORRISON-HOWARD,USAUSA,12.91 Q,0.205,100 m H,Heats,F,2000
2116,3.0,,Natalya SHEKHODANOVA,RUSRUS,13.15 Q,0.198,100 m H,Heats,F,2000
2117,4.0,,Trecia ROBERTS,THATHA,13.16 Q,0.196,100 m H,Heats,F,2000
2118,5.0,,Yun FENG,CHNCHN,13.19,0.258,100 m H,Heats,F,2000
2119,6.0,,Bich Huong VU,VIEVIE,13.61,0.217,100 m H,Heats,F,2000
2120,7.0,,Rosa RAKOTOZAFY,MADMAD,13.8,0.21100000000000002,100 m H,Heats,F,2000
2121,8.0,,Siulolo LIKU,TGATGA,14.58,0.196,100 m H,Heats,F,2000
2122,1.0,,Glory ALOZIE,NGRNGR,12.84 Q,0.19699999999999998,100 m H,Heats,F,2000
2123,2.0,,Nicole RAMALALANIRINA,FRAFRA,12.90 Q,0.18899999999999997,100 m H,Heats,F,2000
2124,3.0,,Aliuska LÓPEZ,CUBCUB,12.97 Q,0.179,100 m H,Heats,F,2000
2125,4.0,,Yuliya GRAUDYN,RUSRUS,12.98 Q,0.17,100 m H,Heats,F,2000
2126,5.0,,Diane ALLAHGREEN,GBRGBR,13.11 q,0.151,100 m H,Heats,F,2000
2127,6.0,,Perdita FELICIEN,CANCAN,13.21,0.177,100 m H,Heats,F,2000
2128,7.0,,Anita TRUMPE,LATLAT,13.77,0.17800000000000002,100 m H,Heats,F,2000
2129,8.0,,Naide GOMES,STPSTP,14.43,0.195,100 m H,Heats,F,2000
2130,1.0,,Gail DEVERS,USAUSA,12.62 Q,0.179,100 m H,Heats,F,2000
2131,2.0,,Brigitte FOSTER-HYLTON,JAMJAM,12.75 Q,0.196,100 m H,Heats,F,2000
2132,3.0,,Sriyani KULAWANSA-FONSECA,SRISRI,13.10 Q,0.183,100 m H,Heats,F,2000
2133,4.0,,Patricia GIRARD,FRAFRA,13.11 Q,0.19,100 m H,Heats,F,2000
2134,5.0,,Nadine FAUSTIN-PARKER,HAIHAI,13.13 q,0.179,100 m H,Heats,F,2000
2135,6.0,,Maya SHEMCHYSHENA,UKRUKR,13.18,0.16399999999999998,100 m H,Heats,F,2000
2136,7.0,,Hannah COOPER,LBRLBR,13.51,0.18100000000000002,100 m H,Heats,F,2000
2137,1.0,,Melissa MORRISON-HOWARD,USAUSA,12.76 Q,0.16899999999999998,100 m H,Quarter,F,2000
2138,2.0,,Glory ALOZIE,NGRNGR,12.84 Q,0.261,100 m H,Quarter,F,2000
2139,3.0,,Aliuska LÓPEZ,CUBCUB,12.92 Q,0.157,100 m H,Quarter,F,2000
2140,4.0,,Natalya SHEKHODANOVA,RUSRUS,12.96 Q,0.203,100 m H,Quarter,F,2000
2141,5.0,,Nadine FAUSTIN-PARKER,HAIHAI,13.25,0.182,100 m H,Quarter,F,2000
2142,6.0,,Patricia GIRARD,FRAFRA,13.43,0.18100000000000002,100 m H,Quarter,F,2000
2143,7.0,,Michelle FREEMAN,JAMJAM,13.52,0.188,100 m H,Quarter,F,2000
2144,,,Keturah ANDERSON,CANCAN,DNF,0.141,100 m H,Quarter,F,2000
2145,1.0,,Olga SHISHIGINA,KAZKAZ,12.66 Q,0.248,100 m H,Quarter,F,2000
2146,2.0,,Sharon COUCH,USAUSA,12.78 Q,0.152,100 m H,Quarter,F,2000
2147,3.0,,Nicole RAMALALANIRINA,FRAFRA,12.79 Q,0.157,100 m H,Quarter,F,2000
2148,4.0,,Delloreen ENNIS-LONDON,JAMJAM,12.80 Q,0.185,100 m H,Quarter,F,2000
2149,5.0,,Trecia ROBERTS,THATHA,12.96 q,0.201,100 m H,Quarter,F,2000
2150,6.0,,Yvonne KANAZAWA,JPNJPN,13.11 q,0.184,100 m H,Quarter,F,2000
2151,7.0,,Sriyani KULAWANSA-FONSECA,SRISRI,13.19,0.179,100 m H,Quarter,F,2000
2152,,,Yuliya GRAUDYN,RUSRUS,DNF,0.149,100 m H,Quarter,F,2000
2153,1.0,,Gail DEVERS,USAUSA,12.77 Q,0.18100000000000002,100 m H,Quarter,F,2000
2154,2.0,,Linda FERGA-KHODADIN,FRAFRA,12.88 Q,0.245,100 m H,Quarter,F,2000
2155,3.0,,Brigitte FOSTER-HYLTON,JAMJAM,12.88 Q,0.18899999999999997,100 m H,Quarter,F,2000
2156,4.0,,Svetlana LAUKHOVA,RUSRUS,12.96 Q,0.155,100 m H,Quarter,F,2000
2157,5.0,,Olena KRASOVSKA,UKRUKR,13.02 q,0.165,100 m H,Quarter,F,2000
2158,6.0,,Svetla PISHTIKOVA,BULBUL,13.04 q,0.182,100 m H,Quarter,F,2000
2159,7.0,,Angela ATEDE,NGRNGR,13.11,0.19699999999999998,100 m H,Quarter,F,2000
2160,8.0,,Diane ALLAHGREEN,GBRGBR,13.22,0.158,100 m H,Quarter,F,2000
2161,1.0,,Nicole RAMALALANIRINA,FRAFRA,12.77 Q,,100 m H,Semi,F,2000
2162,2.0,,Melissa MORRISON-HOWARD,USAUSA,12.84 Q,,100 m H,Semi,F,2000
2163,3.0,,Linda FERGA-KHODADIN,FRAFRA,12.87 Q,,100 m H,Semi,F,2000
2164,4.0,,Delloreen ENNIS-LONDON,JAMJAM,12.90 Q,,100 m H,Semi,F,2000
2165,5.0,,Natalya SHEKHODANOVA,RUSRUS,12.92,,100 m H,Semi,F,2000
2166,6.0,,Svetla PISHTIKOVA,BULBUL,12.95,,100 m H,Semi,F,2000
2167,7.0,,Olena KRASOVSKA,UKRUKR,13.02,,100 m H,Semi,F,2000
2168,,,Gail DEVERS,USAUSA,DNF,,100 m H,Semi,F,2000
2169,1.0,,Glory ALOZIE,NGRNGR,12.68 Q,,100 m H,Semi,F,2000
2170,2.0,,Brigitte FOSTER-HYLTON,JAMJAM,12.70 Q,,100 m H,Semi,F,2000
2171,3.0,,Olga SHISHIGINA,KAZKAZ,12.71 Q,,100 m H,Semi,F,2000
2172,4.0,,Aliuska LÓPEZ,CUBCUB,12.90 Q,,100 m H,Semi,F,2000
2173,5.0,,Svetlana LAUKHOVA,RUSRUS,12.95,,100 m H,Semi,F,2000
2174,6.0,,Sharon COUCH,USAUSA,13,,100 m H,Semi,F,2000
2175,7.0,,Trecia ROBERTS,THATHA,13.15,,100 m H,Semi,F,2000
2176,8.0,,Yvonne KANAZAWA,JPNJPN,13.16,,100 m H,Semi,F,2000
2177,1.0,,Olga SHISHIGINA,KAZKAZ,12.65,0.237,100 m H,Final,F,2000
2178,2.0,,Glory ALOZIE,NGRNGR,12.68,0.217,100 m H,Final,F,2000
2179,3.0,,Melissa MORRISON-HOWARD,USAUSA,12.76,0.18,100 m H,Final,F,2000
2180,4.0,,Delloreen ENNIS-LONDON,JAMJAM,12.8,0.156,100 m H,Final,F,2000
2181,5.0,,Aliuska LÓPEZ,CUBCUB,12.83,0.179,100 m H,Final,F,2000
2182,6.0,,Nicole RAMALALANIRINA,FRAFRA,12.91,0.19399999999999998,100 m H,Final,F,2000
2183,7.0,,Linda FERGA-KHODADIN,FRAFRA,13.11,0.294,100 m H,Final,F,2000
2184,8.0,,Brigitte FOSTER-HYLTON,JAMJAM,13.49,0.217,100 m H,Final,F,2000
2185,1.0,,Chandra STURRUP,BAHBAH,11.24,,100 m,Heats,F,1996
2186,2.0,,Hanitriniaina RAKOTONDRABE,MADMAD,11.36,,100 m,Heats,F,1996
2187,3.0,,Irina PRIVALOVA,RUSRUS,11.42,,100 m,Heats,F,1996
2188,4.0,,Zlatka GEORGIEVA,BULBUL,11.74,,100 m,Heats,F,1996
2189,5.0,,Natalya VOROBYEVA,KAZKAZ,11.91,,100 m,Heats,F,1996
2190,6.0,,Lyudmila DMITRIADI,UZBUZB,12.04,,100 m,Heats,F,1996
2191,7.0,,Chan Than OUK,CAMCAM,14.82,,100 m,Heats,F,1996
2192,1.0,,Zhanna BLOCK,UKRUKR,11.2,,100 m,Heats,F,1996
2193,2.0,,Melanie PASCHKE,GERGER,11.27,,100 m,Heats,F,1996
2194,3.0,,Odiah SIDIBÉ,FRAFRA,11.4,,100 m,Heats,F,1996
2195,4.0,,Mary TOMBIRI,NGRNGR,11.5,,100 m,Heats,F,1996
2196,5.0,,Hermin JOSEPH,DMADMA,11.56,,100 m,Heats,F,1996
2197,6.0,,Cleide AMARAL,BRABRA,11.76,,100 m,Heats,F,1996
2198,7.0,,Myriam Léonie MANI,CMRCMR,11.76,,100 m,Heats,F,1996
2199,8.0,,Elvira DZHABAROVA,AZEAZE,11.96,,100 m,Heats,F,1996
2200,1.0,,Merlene OTTEY,JAMJAM,11.13,,100 m,Heats,F,1996
2201,2.0,,Susanthika JAYASINGHE,SRISRI,11.18,,100 m,Heats,F,1996
